Name,Path,Position,"Is Active","Url Key",Description,Image,"Page Title","Meta Keywords","Meta Description","Include In Menu","Display Mode","CMS Block","Is Anchor","Availabe Sort By","Default Sort By","Page Layout","Custom Layout Update"
CLUTCHES,"POPPURI root/CATEGORIES",1,Yes,clutches,,,,,,Yes,"Products only",,No,,,"No layout updates",
"CUSHION COVERS","POPPURI root/CATEGORIES",1,Yes,cushion-covers,,,,,,Yes,"Products only",,No,,,"No layout updates",
"PICTURE FRAMES","Default Category/CATEGORIES/DECOR AND FURNISHINGS/WALL DECOR",1,Yes,picture-frames,,,,,,Yes,"Products only",,No,,,"No layout updates",
CATEGORIES,"COPPY CAT root",1,Yes,categories,,,,,,Yes,"Products only",,No,,,"No layout updates",
"WALL FRAMES","COPPY CAT root/CATEGORIES",1,Yes,wall-frames,,,,,,Yes,"Products only",,No,,,"No layout updates",
NOTEBOOKS,"COPPY CAT root/CATEGORIES",1,Yes,notebooks,,,,,,Yes,"Products only",,No,,,"No layout updates",
"CUSHION COVERS","COPPY CAT root/CATEGORIES",1,Yes,cushion-covers,,,,,,Yes,"Products only",,No,,,"No layout updates",
"TUXEDO STUDS","Default Category/CATEGORIES/FASHION/ACCESSORIES/ACCESSORIES MEN",1,Yes,tuxedo-studs,,,,,,Yes,"Products only",,No,,,"No layout updates",
"TUXEDO STUDS","OROSILBER root/CATEGORIES",1,Yes,tuxedo-studs,,,,,,Yes,"Products only",,No,,,"No layout updates",
CATEGORIES,"ONE ODD THING root",1,Yes,categories,,,,,,Yes,"Products only",,No,,,"No layout updates",
CUSHIONS,"ONE ODD THING root/CATEGORIES",1,Yes,cushions,,,,,,Yes,"Products only",,No,,,"No layout updates",
EARRINGS,"EASTERN ROOTS root/CATEGORIES",1,Yes,earrings,,,,,,Yes,"Products only",,No,,,"No layout updates",
CATEGORIES,"KRSNA DESIGN ART root",1,Yes,categories,,,,,,Yes,"Products only",,No,,,"No layout updates",
"POP ART","KRSNA DESIGN ART root/CATEGORIES",1,Yes,pop-art,,,,,,Yes,"Products only",,No,,,"No layout updates",
"CLASSIC ART","KRSNA DESIGN ART root/CATEGORIES",1,Yes,classic-art,,,,,,Yes,"Products only",,No,,,"No layout updates",
CATEGORIES,"BY COLLAGE root",1,Yes,categories,,,,,,Yes,"Products only",,No,,,"No layout updates",
"OUTDOOR CHAIRS","BY COLLAGE root/CATEGORIES",1,Yes,outdoor-chairs,,,,,,Yes,"Products only",,No,,,"No layout updates",
CUSHIONS,"BY COLLAGE root/CATEGORIES",1,Yes,cushions,,,,,,Yes,"Products only",,No,,,"No layout updates",
HOME,"HITPLAY root/CATEGORIES",1,Yes,home,,,,,,Yes,"Products only",,No,,,"No layout updates",
CONTAINERS,"EXCLUSIVELANE root/CATEGORIES",1,Yes,containers,,,,,,Yes,"Products only",,No,,,"No layout updates",
STORAGES,"EXCLUSIVELANE root/CATEGORIES",1,Yes,storages,,,,,,Yes,"Products only",,No,,,"No layout updates",
"WALL CLOCK","Default Category/CATEGORIES/DECOR AND FURNISHINGS/CLOCKS",1,Yes,wall-clock,,,,,,Yes,"Products only",,No,,,"No layout updates",
CLOCKS,"EXCLUSIVELANE root/CATEGORIES",1,Yes,clocks,,,,,,Yes,"Products only",,No,,,"No layout updates",
"WALL DECOR","EXCLUSIVELANE root/CATEGORIES",1,Yes,wall-decor,,,,,,Yes,"Products only",,No,,,"No layout updates",
"TABLE & TASK LAMPS","Default Category/CATEGORIES/LIGHTING/TABLE & TASK LAMPS",1,Yes,table-&-task-lamps,,,,,,Yes,"Products only",,No,,,"No layout updates",
LAMPS,"EXCLUSIVELANE root/CATEGORIES",1,Yes,lamps,,,,,,Yes,"Products only",,No,,,"No layout updates",
LANTERNS,"EXCLUSIVELANE root/CATEGORIES",1,Yes,lanterns,,,,,,Yes,"Products only",,No,,,"No layout updates",
"TABLE ORGANIZERS","Default Category/CATEGORIES/GIFTS & COLLECTIBLES/OFFICE",1,Yes,table-organizers,,,,,,Yes,"Products only",,No,,,"No layout updates",
STATIONERY,"EXCLUSIVELANE root/CATEGORIES",1,Yes,stationery,,,,,,Yes,"Products only",,No,,,"No layout updates",
"KITCHEN STORAGE","Default Category/CATEGORIES/DINING",1,Yes,kitchen-storage,,,,,,Yes,"Products only",,No,,,"No layout updates",
"JARS & CONTAINERS","Default Category/CATEGORIES/DINING/KITCHEN STORAGE",1,Yes,jars-&-containers,,,,,,Yes,"Products only",,No,,,"No layout updates",
DINING,"EXCLUSIVELANE root/CATEGORIES",1,Yes,dining,,,,,,Yes,"Products only",,No,,,"No layout updates",
GLASSES,"Default Category/CATEGORIES/DINING/SERVERWARE",1,Yes,glasses,,,,,,Yes,"Products only",,No,,,"No layout updates",
CATEGORIES,"THE HERITAGE root",1,Yes,categories,,,,,,Yes,"Products only",,No,,,"No layout updates",
CABINETS,"THE HERITAGE root/CATEGORIES",1,Yes,cabinets,,,,,,Yes,"Products only",,No,,,"No layout updates",
STOOLS,"THE HERITAGE root/CATEGORIES",1,Yes,stools,,,,,,Yes,"Products only",,No,,,"No layout updates",
"COFFEE TABLES","THE HERITAGE root/CATEGORIES",1,Yes,coffee-tables,,,,,,Yes,"Products only",,No,,,"No layout updates",
"BEDSIDE TABLES","THE HERITAGE root/CATEGORIES",1,Yes,bedside-tables,,,,,,Yes,"Products only",,No,,,"No layout updates",
ARMCHAIRS,"THE HERITAGE root/CATEGORIES",1,Yes,armchairs,,,,,,Yes,"Products only",,No,,,"No layout updates",
"DINING CHAIRS","THE HERITAGE root/CATEGORIES",1,Yes,dining-chairs,,,,,,Yes,"Products only",,No,,,"No layout updates",
"CHAIR & TABLE SETS","Default Category/CATEGORIES/FURNITURE/LIVING ROOM",1,Yes,chair-&-table-sets,,,,,,Yes,"Products only",,No,,,"No layout updates",
BEDS,"Default Category/CATEGORIES/FURNITURE/BEDROOM",1,Yes,beds,,,,,,Yes,"Products only",,No,,,"No layout updates",
BEDS,"THE HERITAGE root/CATEGORIES",1,Yes,beds,,,,,,Yes,"Products only",,No,,,"No layout updates",
"DINING SETS","Default Category/CATEGORIES/FURNITURE/DINING ROOM",1,Yes,dining-sets,,,,,,Yes,"Products only",,No,,,"No layout updates",
"DINING TABLES","THE HERITAGE root/CATEGORIES",1,Yes,dining-tables,,,,,,Yes,"Products only",,No,,,"No layout updates",
"BOOK CASES","THE HERITAGE root/CATEGORIES",1,Yes,book-cases,,,,,,Yes,"Products only",,No,,,"No layout updates",
DRESSERS,"THE HERITAGE root/CATEGORIES",1,Yes,dressers,,,,,,Yes,"Products only",,No,,,"No layout updates",
"CHEST OF DRAWERS","THE HERITAGE root/CATEGORIES",1,Yes,chest-of-drawers,,,,,,Yes,"Products only",,No,,,"No layout updates",
ALIMRAHS,"THE HERITAGE root/CATEGORIES",1,Yes,alimrahs,,,,,,Yes,"Products only",,No,,,"No layout updates",
"STORAGE TRUNKS","THE HERITAGE root/CATEGORIES",1,Yes,storage-trunks,,,,,,Yes,"Products only",,No,,,"No layout updates",
CATEGORIES,"SHIRO root",1,Yes,categories,,,,,,Yes,"Products only",,No,,,"No layout updates",
SERVERWARE,"SHIRO root/CATEGORIES",1,Yes,serverware,,,,,,Yes,"Products only",,No,,,"No layout updates",
"SALT & PEPPER SHAKERS","Default Category/CATEGORIES/DINING/KITCHEN ACCESSORIES",1,Yes,salt-&-pepper-shakers,,,,,,Yes,"Products only",,No,,,"No layout updates",
"KITCHEN ACCESSORIES","SHIRO root/CATEGORIES",1,Yes,kitchen-accessories,,,,,,Yes,"Products only",,No,,,"No layout updates",
"APPETIZERS & DESSERT PLATES","Default Category/CATEGORIES/DINING/DINNERWARE",1,Yes,appetizers-&-dessert-plates,,,,,,Yes,"Products only",,No,,,"No layout updates",
DINNERWARE,"SHIRO root/CATEGORIES",1,Yes,dinnerware,,,,,,Yes,"Products only",,No,,,"No layout updates",
"GADGETS & UTENSILS","Default Category/CATEGORIES/DINING",1,Yes,gadgets-&-utensils,,,,,,Yes,"Products only",,No,,,"No layout updates",
"COOKING UTENSILS","Default Category/CATEGORIES/DINING/GADGETS & UTENSILS",1,Yes,cooking-utensils,,,,,,Yes,"Products only",,No,,,"No layout updates",
"GADGETS & UTENSILS","SHIRO root/CATEGORIES",1,Yes,gadgets-&-utensils,,,,,,Yes,"Products only",,No,,,"No layout updates",
"TEA BAG HOLDERS","Default Category/CATEGORIES/DINING/TABLE ACCESSORIES",1,Yes,tea-bag-holders,,,,,,Yes,"Products only",,No,,,"No layout updates",
"TABLE ACCESSORIES","SHIRO root/CATEGORIES",1,Yes,table-accessories,,,,,,Yes,"Products only",,No,,,"No layout updates",
"CHIP & DIPS","Default Category/CATEGORIES/DINING/SERVERWARE",1,Yes,chip-&-dips,,,,,,Yes,"Products only",,No,,,"No layout updates",
"CUPS & MUGS","SHIRO root/CATEGORIES",1,Yes,cups-&-mugs,,,,,,Yes,"Products only",,No,,,"No layout updates",
"GRAVY BOATS","Default Category/CATEGORIES/DINING/SERVERWARE",1,Yes,gravy-boats,,,,,,Yes,"Products only",,No,,,"No layout updates",
"BUFFET BOWLS","Default Category/CATEGORIES/DINING/SERVERWARE",1,Yes,buffet-bowls,,,,,,Yes,"Products only",,No,,,"No layout updates",
"APPETIZERS & DESSERT PLATES","Default Category/CATEGORIES/DINING/SERVERWARE",1,Yes,appetizers-&-dessert-plates,,,,,,Yes,"Products only",,No,,,"No layout updates",
"PHONE & MOBILE","Default Category/CATEGORIES/GIFTS & COLLECTIBLES",1,Yes,phone-&-mobile,,,,,,Yes,"Products only",,No,,,"No layout updates",
CATEGORIES,"BUDLI.IN root",1,Yes,categories,,,,,,Yes,"Products only",,No,,,"No layout updates",
AUDIO,"BUDLI.IN root/CATEGORIES",1,Yes,audio,,,,,,Yes,"Products only",,No,,,"No layout updates",
CATEGORIES,"ATTITUDES root",1,Yes,categories,,,,,,Yes,"Products only",,No,,,"No layout updates",
BENCHES,"ATTITUDES root/CATEGORIES",1,Yes,benches,,,,,,Yes,"Products only",,No,,,"No layout updates",
"COFFEE TABLES","ATTITUDES root/CATEGORIES",1,Yes,coffee-tables,,,,,,Yes,"Products only",,No,,,"No layout updates",
"ACCENT TABLES","ATTITUDES root/CATEGORIES",1,Yes,accent-tables,,,,,,Yes,"Products only",,No,,,"No layout updates",
"ACCENT CHAIRS","ATTITUDES root/CATEGORIES",1,Yes,accent-chairs,,,,,,Yes,"Products only",,No,,,"No layout updates",
STOOLS,"ATTITUDES root/CATEGORIES",1,Yes,stools,,,,,,Yes,"Products only",,No,,,"No layout updates",
DESKS,"ATTITUDES root/CATEGORIES",1,Yes,desks,,,,,,Yes,"Products only",,No,,,"No layout updates",
ARMCHAIRS,"ATTITUDES root/CATEGORIES",1,Yes,armchairs,,,,,,Yes,"Products only",,No,,,"No layout updates",
"CHEST OF DRAWERS","ATTITUDES root/CATEGORIES",1,Yes,chest-of-drawers,,,,,,Yes,"Products only",,No,,,"No layout updates",
"BAR CABINETS","ATTITUDES root/CATEGORIES",1,Yes,bar-cabinets,,,,,,Yes,"Products only",,No,,,"No layout updates",
"STORAGE TRUNKS","ATTITUDES root/CATEGORIES",1,Yes,storage-trunks,,,,,,Yes,"Products only",,No,,,"No layout updates",
DRESSERS,"ATTITUDES root/CATEGORIES",1,Yes,dressers,,,,,,Yes,"Products only",,No,,,"No layout updates",
OTTOMANS,"ATTITUDES root/CATEGORIES",1,Yes,ottomans,,,,,,Yes,"Products only",,No,,,"No layout updates",
CATEGORIES,"CRUNCHY FASHION root",1,Yes,categories,,,,,,Yes,"Products only",,No,,,"No layout updates",
NECKLACE,"CRUNCHY FASHION root/CATEGORIES",1,Yes,necklace,,,,,,Yes,"Products only",,No,,,"No layout updates",
RING,"CRUNCHY FASHION root/CATEGORIES",1,Yes,ring,,,,,,Yes,"Products only",,No,,,"No layout updates",
POUFFES,"BRUZAE root/CATEGORIES",1,Yes,pouffes,,,,,,Yes,"Products only",,No,,,"No layout updates",
"KIDS STUDY DESKS","BRUZAE root/CATEGORIES",1,Yes,kids-study-desks,,,,,,Yes,"Products only",,No,,,"No layout updates",
"KIDS STUDY CHAIRS","BRUZAE root/CATEGORIES",1,Yes,kids-study-chairs,,,,,,Yes,"Products only",,No,,,"No layout updates",
"DINING TABLES","BRUZAE root/CATEGORIES",1,Yes,dining-tables,,,,,,Yes,"Products only",,No,,,"No layout updates",
OTTOMANS,"BRUZAE root/CATEGORIES",1,Yes,ottomans,,,,,,Yes,"Products only",,No,,,"No layout updates",
" BENCHES ","BRUZAE root/CATEGORIES",1,Yes,-benches-,,,,,,Yes,"Products only",,No,,,"No layout updates",
"DISPLAY SHELVES","Default Category/CATEGORIES/FURNITURE/LIVING ROOM",1,Yes,display-shelves,,,,,,Yes,"Products only",,No,,,"No layout updates",
"DISPLAY SHELVES","BRUZAE root/CATEGORIES",1,Yes,display-shelves,,,,,,Yes,"Products only",,No,,,"No layout updates",
"FLOOR LAMPS","Default Category/CATEGORIES/LIGHTING",1,Yes,floor-lamps,,,,,,Yes,"Products only",,No,,,"No layout updates",
"BAR CHAIRS","BRUZAE root/CATEGORIES",1,Yes,bar-chairs,,,,,,Yes,"Products only",,No,,,"No layout updates",
CATEGORIES,"VASO AMANTE root",1,Yes,categories,,,,,,Yes,"Products only",,No,,,"No layout updates",
"CENTREPIECE BOWLS","VASO AMANTE root/CATEGORIES",1,Yes,centrepiece-bowls,,,,,,Yes,"Products only",,No,,,"No layout updates",
VOTIVES,"Default Category/CATEGORIES/DECOR AND FURNISHINGS/CANDLES & VASES",1,Yes,votives,,,,,,Yes,"Products only",,No,,,"No layout updates",
VOTIVES,"VASO AMANTE root/CATEGORIES",1,Yes,votives,,,,,,Yes,"Products only",,No,,,"No layout updates",
"CANDLE HOLDERS","VASO AMANTE root/CATEGORIES",1,Yes,candle-holders,,,,,,Yes,"Products only",,No,,,"No layout updates",
VASES,"VASO AMANTE root/CATEGORIES",1,Yes,vases,,,,,,Yes,"Products only",,No,,,"No layout updates",
POTS,"Default Category/CATEGORIES/DECOR AND FURNISHINGS/HOME ACCESSORIES",1,Yes,pots,,,,,,Yes,"Products only",,No,,,"No layout updates",
POTS,"VASO AMANTE root/CATEGORIES",1,Yes,pots,,,,,,Yes,"Products only",,No,,,"No layout updates",
"CANDLE HOLDERS","Default Category/CATEGORIES/DECOR AND FURNISHINGS/CANDLES & VASES",1,Yes,candle-holders,,,,,,Yes,"Products only",,No,,,"No layout updates",
"TRAYS & PLATTERS","VASO AMANTE root/CATEGORIES",1,Yes,trays-&-platters,,,,,,Yes,"Products only",,No,,,"No layout updates",
VASES,"Default Category/CATEGORIES/DECOR AND FURNISHINGS/HOME ACCESSORIES",1,Yes,vases,,,,,,Yes,"Products only",,No,,,"No layout updates",
DRINKWARE,"Default Category/CATEGORIES/DINING/DINNERWARE",1,Yes,drinkware,,,,,,Yes,"Products only",,No,,,"No layout updates",
TUMBLERS,"Default Category/CATEGORIES/DINING/DINNERWARE/DRINKWARE",1,Yes,tumblers,,,,,,Yes,"Products only",,No,,,"No layout updates",
DINING,"VASO AMANTE root/CATEGORIES",1,Yes,dining,,,,,,Yes,"Products only",,No,,,"No layout updates",
"WINE GLASSES","Default Category/CATEGORIES/DINING/DRINKWARE",1,Yes,wine-glasses,,,,,,Yes,"Products only",,No,,,"No layout updates",
BATH,"Default Category/CATEGORIES/DECOR AND FURNISHINGS",1,Yes,bath,,,,,,Yes,"Products only",,No,,,"No layout updates",
"HOME ACCESSORIES","VASO AMANTE root/CATEGORIES",1,Yes,home-accessories,,,,,,Yes,"Products only",,No,,,"No layout updates",
CATEGORIES,"DAY CRAFT root",1,Yes,categories,,,,,,Yes,"Products only",,No,,,"No layout updates",
NOTEBOOKS,"DAY CRAFT root/CATEGORIES",1,Yes,notebooks,,,,,,Yes,"Products only",,No,,,"No layout updates",
USB,"Default Category/CATEGORIES/GIFTS & COLLECTIBLES",1,Yes,usb,,,,,,Yes,"Products only",,No,,,"No layout updates",
"USB STUFF","HITPLAY root/CATEGORIES",1,Yes,usb-stuff,,,,,,Yes,"Products only",,No,,,"No layout updates",
"SWORDS DISPLAY","Default Category/CATEGORIES/GIFTS & COLLECTIBLES/COLLECTIBLES",1,Yes,swords-display,,,,,,Yes,"Products only",,No,,,"No layout updates",
CATEGORIES,"COLLECTORS HERITAGE root",1,Yes,categories,,,,,,Yes,"Products only",,No,,,"No layout updates",
"SWORD DISPLAY","COLLECTORS HERITAGE root/CATEGORIES",1,Yes,sword-display,,,,,,Yes,"Products only",,No,,,"No layout updates",
"SUIT OF ARMOR ","COLLECTORS HERITAGE root/CATEGORIES",1,Yes,suit-of-armor-,,,,,,Yes,"Products only",,No,,,"No layout updates",
"HELMETS AND ARMOR","COLLECTORS HERITAGE root/CATEGORIES",1,Yes,helmets-and-armor,,,,,,Yes,"Products only",,No,,,"No layout updates",
LARP,"Default Category/CATEGORIES/GIFTS & COLLECTIBLES/COLLECTIBLES",1,Yes,larp,,,,,,Yes,"Products only",,No,,,"No layout updates",
LARP,"COLLECTORS HERITAGE root/CATEGORIES",1,Yes,larp,,,,,,Yes,"Products only",,No,,,"No layout updates",
STATUE,"Default Category/CATEGORIES/GIFTS & COLLECTIBLES/COLLECTIBLES",1,Yes,statue,,,,,,Yes,"Products only",,No,,,"No layout updates",
STATUE,"COLLECTORS HERITAGE root/CATEGORIES",1,Yes,statue,,,,,,Yes,"Products only",,No,,,"No layout updates",
MINIATURES,"Default Category/CATEGORIES/GIFTS & COLLECTIBLES/COLLECTIBLES",1,Yes,miniatures,,,,,,Yes,"Products only",,No,,,"No layout updates",
MINIATURES,"COLLECTORS HERITAGE root/CATEGORIES",1,Yes,miniatures,,,,,,Yes,"Products only",,No,,,"No layout updates",
KNIVES,"COLLECTORS HERITAGE root/CATEGORIES",1,Yes,knives,,,,,,Yes,"Products only",,No,,,"No layout updates",
UTILITIES,"Default Category/CATEGORIES/GIFTS & COLLECTIBLES/COLLECTIBLES",1,Yes,utilities,,,,,,Yes,"Products only",,No,,,"No layout updates",
"UTILITY ITEMS","COLLECTORS HERITAGE root/CATEGORIES",1,Yes,utility-items,,,,,,Yes,"Products only",,No,,,"No layout updates",
CURIOS,"COLLECTORS HERITAGE root/CATEGORIES",1,Yes,curios,,,,,,Yes,"Products only",,No,,,"No layout updates",
"TV STANDS","INDUSCRAFT root/CATEGORIES",1,Yes,tv-stands,,,,,,Yes,"Products only",,No,,,"No layout updates",
"BEDSIDE TABLES","INDUSCRAFT root/CATEGORIES",1,Yes,bedside-tables,,,,,,Yes,"Products only",,No,,,"No layout updates",
"WIRED COLLECTION","INDUSCRAFT root/CATEGORIES",1,Yes,wired-collection,,,,,,Yes,"Products only",,No,,,"No layout updates",
CABINETS,"INDUSCRAFT root/CATEGORIES",1,Yes,cabinets,,,,,,Yes,"Products only",,No,,,"No layout updates",
"DISPLAY SHELVES","INDUSCRAFT root/CATEGORIES",1,Yes,display-shelves,,,,,,Yes,"Products only",,No,,,"No layout updates",
"DINING TABLES","INDUSCRAFT root/CATEGORIES",1,Yes,dining-tables,,,,,,Yes,"Products only",,No,,,"No layout updates",
BEDS,"INDUSCRAFT root/CATEGORIES",1,Yes,beds,,,,,,Yes,"Products only",,No,,,"No layout updates",
"COFFEE TABLES","INDUSCRAFT root/CATEGORIES",1,Yes,coffee-tables,,,,,,Yes,"Products only",,No,,,"No layout updates",
KIDS,"Default Category/CATEGORIES/DECOR AND FURNISHINGS",1,Yes,kids,,,,,,Yes,"Products only",,No,,,"No layout updates",
CATEGORIES,"VIVIDHA root",1,Yes,categories,,,,,,Yes,"Products only",,No,,,"No layout updates",
"ROOM DECOR","VIVIDHA root/CATEGORIES",1,Yes,room-decor,,,,,,Yes,"Products only",,No,,,"No layout updates",
"TABLET SLEEVES","Default Category/CATEGORIES/GIFTS & COLLECTIBLES/COMPUTERS",1,Yes,tablet-sleeves,,,,,,Yes,"Products only",,No,,,"No layout updates",
CATEGORIES,"CRAZY PALETTE root",1,Yes,categories,,,,,,Yes,"Products only",,No,,,"No layout updates",
"IPAD COVERS","CRAZY PALETTE root/CATEGORIES",1,Yes,ipad-covers,,,,,,Yes,"Products only",,No,,,"No layout updates",
CLUTCHES,"CRAZY PALETTE root/CATEGORIES",1,Yes,clutches,,,,,,Yes,"Products only",,No,,,"No layout updates",
OFFICE,"Default Category/CATEGORIES/GIFTS & COLLECTIBLES/COLLECTIBLES",1,Yes,office,,,,,,Yes,"Products only",,No,,,"No layout updates",
"TRIPOD LAMPS","THE WHARFSIDE root/CATEGORIES",1,Yes,tripod-lamps,,,,,,Yes,"Products only",,No,,,"No layout updates",
CATEGORIES,"IKTAARA root",1,Yes,categories,,,,,,Yes,"Products only",,No,,,"No layout updates",
"BEAN BAGS","IKTAARA root/CATEGORIES",1,Yes,bean-bags,,,,,,Yes,"Products only",,No,,,"No layout updates",
DIARIES,"IKTAARA root/CATEGORIES",1,Yes,diaries,,,,,,Yes,"Products only",,No,,,"No layout updates",
"PLAYING CARDS","IKTAARA root/CATEGORIES",1,Yes,playing-cards,,,,,,Yes,"Products only",,No,,,"No layout updates",
UMBRELLAS,"IKTAARA root/CATEGORIES",1,Yes,umbrellas,,,,,,Yes,"Products only",,No,,,"No layout updates",
GADGETS,"Default Category/CATEGORIES/GIFTS & COLLECTIBLES",1,Yes,gadgets,,,,,,Yes,"Products only",,No,,,"No layout updates",
TRAVEL,"Default Category/CATEGORIES/GIFTS & COLLECTIBLES/GADGETS",1,Yes,travel,,,,,,Yes,"Products only",,No,,,"No layout updates",
POUCHES,"IKTAARA root/CATEGORIES",1,Yes,pouches,,,,,,Yes,"Products only",,No,,,"No layout updates",
MUGS,"IKTAARA root/CATEGORIES",1,Yes,mugs,,,,,,Yes,"Products only",,No,,,"No layout updates",
CUSHIONS,"Default Category/CATEGORIES/GIFTS & COLLECTIBLES",1,Yes,cushions,,,,,,Yes,"Products only",,No,,,"No layout updates",
"CUSHION COVERS","Default Category/CATEGORIES/GIFTS & COLLECTIBLES/CUSHIONS",1,Yes,cushion-covers,,,,,,Yes,"Products only",,No,,,"No layout updates",
"CUSHION COVERS","IKTAARA root/CATEGORIES",1,Yes,cushion-covers,,,,,,Yes,"Products only",,No,,,"No layout updates",
KIDS,"Default Category/CATEGORIES/GIFTS & COLLECTIBLES",1,Yes,kids,,,,,,Yes,"Products only",,No,,,"No layout updates",
"PLAY PLAY","VIVIDHA root/CATEGORIES",1,Yes,play-play,,,,,,Yes,"Products only",,No,,,"No layout updates",
"CEILING LAMPS","VASO AMANTE root/CATEGORIES",1,Yes,ceiling-lamps,,,,,,Yes,"Products only",,No,,,"No layout updates",
GLASSES,"VASO AMANTE root/CATEGORIES",1,Yes,glasses,,,,,,Yes,"Products only",,No,,,"No layout updates",
"WALL CLOCKS","I STEEL root/CATEGORIES",1,Yes,wall-clocks,,,,,,Yes,"Products only",,No,,,"No layout updates",
CATEGORIES,"SHADY IDEAS root",1,Yes,categories,,,,,,Yes,"Products only",,No,,,"No layout updates",
"TABLE LAMPS","SHADY IDEAS root/CATEGORIES",1,Yes,table-lamps,,,,,,Yes,"Products only",,No,,,"No layout updates",
CATEGORIES,"URBAN LIVING root",1,Yes,categories,,,,,,Yes,"Products only",,No,,,"No layout updates",
BEDS,"URBAN LIVING root/CATEGORIES",1,Yes,beds,,,,,,Yes,"Products only",,No,,,"No layout updates",
"I-PAD COVERS","POPPURI root/CATEGORIES",1,Yes,i-pad-covers,,,,,,Yes,"Products only",,No,,,"No layout updates",
CATEGORIES,"PRERNA AGARWAL root",1,Yes,categories,,,,,,Yes,"Products only",,No,,,"No layout updates",
CLUTCHES,"PRERNA AGARWAL root/CATEGORIES",1,Yes,clutches,,,,,,Yes,"Products only",,No,,,"No layout updates",
"STRUCTURED BAGS","PRERNA AGARWAL root/CATEGORIES",1,Yes,structured-bags,,,,,,Yes,"Products only",,No,,,"No layout updates",
"SLING BAGS","PRERNA AGARWAL root/CATEGORIES",1,Yes,sling-bags,,,,,,Yes,"Products only",,No,,,"No layout updates",
"SLING BAGS","Default Category/CATEGORIES/FASHION/ACCESSORIES/ACCESSORIES WOMEN",1,Yes,sling-bags,,,,,,Yes,"Products only",,No,,,"No layout updates",
CATEGORIES,"THE DESIGN FACTORY root",1,Yes,categories,,,,,,Yes,"Products only",,No,,,"No layout updates",
CUFFLINKS,"THE DESIGN FACTORY root/CATEGORIES",1,Yes,cufflinks,,,,,,Yes,"Products only",,No,,,"No layout updates",
CATEGORIES,"BEYOND ORDINARY root",1,Yes,categories,,,,,,Yes,"Products only",,No,,,"No layout updates",
"DECK YOUR BAR UP","BEYOND ORDINARY root/CATEGORIES",1,Yes,deck-your-bar-up,,,,,,Yes,"Products only",,No,,,"No layout updates",
"HOME & KITCHEN","BEYOND ORDINARY root/CATEGORIES",1,Yes,home-&-kitchen,,,,,,Yes,"Products only",,No,,,"No layout updates",
"OFFICE & STATIONARY","BEYOND ORDINARY root/CATEGORIES",1,Yes,office-&-stationary,,,,,,Yes,"Products only",,No,,,"No layout updates",
"MY COMPUTER","BEYOND ORDINARY root/CATEGORIES",1,Yes,my-computer,,,,,,Yes,"Products only",,No,,,"No layout updates",
CATEGORIES,"SAMEER HAZARI root",1,Yes,categories,,,,,,Yes,"Products only",,No,,,"No layout updates",
"MATTE PRINT","SAMEER HAZARI root/CATEGORIES",1,Yes,matte-print,,,,,,Yes,"Products only",,No,,,"No layout updates",
"CANVAS PRINT","SAMEER HAZARI root/CATEGORIES",1,Yes,canvas-print,,,,,,Yes,"Products only",,No,,,"No layout updates",
"PERSONAL USE","BEYOND ORDINARY root/CATEGORIES",1,Yes,personal-use,,,,,,Yes,"Products only",,No,,,"No layout updates",
"LAPTOP BAGS & SLEEVES","INDIA CIRCUS root/CATEGORIES",1,Yes,laptop-bags-&-sleeves,,,,,,Yes,"Products only",,No,,,"No layout updates",
CANDLES,"INDIA CIRCUS root/CATEGORIES",1,Yes,candles,,,,,,Yes,"Products only",,No,,,"No layout updates",
AROMA,"INDIA CIRCUS root/CATEGORIES",1,Yes,aroma,,,,,,Yes,"Products only",,No,,,"No layout updates",
CATEGORIES,"WHY SO SERIOUS ? root",1,Yes,categories,,,,,,Yes,"Products only",,No,,,"No layout updates",
"BOTTOMS UP","WHY SO SERIOUS ? root/CATEGORIES",1,Yes,bottoms-up,,,,,,Yes,"Products only",,No,,,"No layout updates",
"ITS GEEK TO ME","WHY SO SERIOUS ? root/CATEGORIES",1,Yes,its-geek-to-me,,,,,,Yes,"Products only",,No,,,"No layout updates",
"MOM HATES IT!","WHY SO SERIOUS ? root/CATEGORIES",1,Yes,mom-hates-it!,,,,,,Yes,"Products only",,No,,,"No layout updates",
"MUST HAVES","WHY SO SERIOUS ? root/CATEGORIES",1,Yes,must-haves,,,,,,Yes,"Products only",,No,,,"No layout updates",
"MOM HATES IT","WHY SO SERIOUS ? root/CATEGORIES",1,Yes,mom-hates-it,,,,,,Yes,"Products only",,No,,,"No layout updates",
CATEGORIES,"CHEF'N root",1,Yes,categories,,,,,,Yes,"Products only",,No,,,"No layout updates",
PIZZAWHEELS,"CHEF'N root/CATEGORIES",1,Yes,pizzawheels,,,,,,Yes,"Products only",,No,,,"No layout updates",
SPOONS,"CHEF'N root/CATEGORIES",1,Yes,spoons,,,,,,Yes,"Products only",,No,,,"No layout updates",
CHOPPERS,"CHEF'N root/CATEGORIES",1,Yes,choppers,,,,,,Yes,"Products only",,No,,,"No layout updates",
"CORN COB HOLDERS","CHEF'N root/CATEGORIES",1,Yes,corn-cob-holders,,,,,,Yes,"Products only",,No,,,"No layout updates",
"SALT GRINDERS","CHEF'N root/CATEGORIES",1,Yes,salt-grinders,,,,,,Yes,"Products only",,No,,,"No layout updates",
